naics_code,industry_name,data_source,scrape_date,endpoint,Province/territory,Employers,Non-employers / Indeterminate,Employment size category (number of employees),Wholeindustry(reliability),Bottomquartile(25%),Lowermiddle(25%),Uppermiddle(25%),Topquartile(25%),Percentage ofbusinessesreporting
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Manitoba,629.0,1312.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,New Brunswick,400.0,522.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Newfoundland and Labrador,309.0,338.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Nova Scotia,540.0,1101.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Northwest Territories,24.0,29.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Nunavut,10.0,12.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Ontario,6399.0,20691.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Prince Edward Island,132.0,191.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Quebec,4524.0,15655.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Saskatchewan,594.0,1029.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Yukon,35.0,84.0,,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Alberta,,,645.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,British Columbia,,,1537.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Manitoba,,,222.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,New Brunswick,,,160.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Newfoundland and Labrador,,,132.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Nova Scotia,,,234.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Northwest Territories,,,9.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Nunavut,,,8.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Ontario,,,2791.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Prince Edward Island,,,58.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Quebec,,,1970.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Saskatchewan,,,218.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Yukon,,,8.0,,,,,,
71,"Arts, entertainment and recreation",businesses,2025-09-05T09:25:03.803388,businesses,Percent distribution %,,,43.0,,,,,,
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total revenue,100.0,100.0,100.0,100.0,100.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Sales of goods and services,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,All other revenues,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Cost of sales (direct expenses),18.4,24.0,20.0,9.1,2.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Wages and benefits,3.4,4.6,3.7,1.5,0.1
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Opening Inventory,0.6,0.7,0.6,0.3,0.1
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Closing inventory,0.6,0.7,0.7,0.4,0.1
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Operating expenses (indirect expenses),65.4,86.7,63.0,43.7,16.8
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Labour and commissions,21.9,29.3,22.5,11.9,2.3
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Amortization and depletion,4.2,5.5,4.1,2.9,1.2
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Repairs and maintenance,3.2,4.1,3.6,1.4,0.2
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Utilities and telephone/telecommunication,2.4,2.9,2.4,1.6,0.9
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Rent,8.1,10.5,8.1,5.9,1.3
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Interest and bank charges,1.2,1.8,1.0,0.5,0.2
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Professional and business fees,3.5,4.7,2.9,3.0,1.7
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Advertising and promotion,2.5,3.2,2.3,2.0,0.7
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Insurance,1.3,1.6,1.4,0.9,0.3
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Other expenses,16.8,22.5,14.5,13.3,7.9
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total expenses,83.9,110.7,83.0,52.8,18.8
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Net profit/loss,16.1,-10.7,17.0,47.2,81.2
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total assets,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total current assets,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Accounts receivable,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Closing inventory,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Other current assets,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Net tangible and intangible assets,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,All other assets and adjustments,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total liabilities,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total current liabilities,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Current bank loans,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Other current liabilities,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Long term liabilities,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total equity,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Current ratio,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Debt to equity ratio,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Interest coverage ratio,14.6,-4.9,17.3,93.1,362.9
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Debt ratio,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Revenue to equity ratio,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Revenue to closing inventory ratio,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Collection period for accounts receivable (days),0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total revenue,285.1,624.7,472.4,173.6,105.2
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total expenses,208.4,605.9,391.9,91.6,19.8
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Net profit,76.7,18.8,80.5,82.0,85.4
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total revenue,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Total expenses,0.0,0.0,0.0,0.0,0.0
71,"Arts, entertainment and recreation",performance,2025-09-05T09:25:03.803388,performance,,,,,Net loss,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,British Columbia,13163.0,8331.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Manitoba,2505.0,932.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,New Brunswick,1679.0,549.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Newfoundland and Labrador,1228.0,472.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Nova Scotia,2281.0,941.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Northwest Territories,109.0,58.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Nunavut,56.0,20.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Ontario,31711.0,17151.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Prince Edward Island,507.0,295.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Quebec,18194.0,9558.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Saskatchewan,2768.0,1238.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Yukon,162.0,127.0,,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Alberta,,,2150.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,British Columbia,,,2653.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Manitoba,,,484.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,New Brunswick,,,423.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Newfoundland and Labrador,,,399.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Nova Scotia,,,589.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Northwest Territories,,,32.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Nunavut,,,13.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Ontario,,,7694.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Prince Edward Island,,,145.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Quebec,,,3965.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Saskatchewan,,,704.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Yukon,,,39.0,,,,,,
72,Accommodation and food services,businesses,2025-09-05T09:25:10.160727,businesses,Percent distribution %,,,22.8,,,,,,
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total revenue,100.0,100.0,100.0,100.0,100.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Sales of goods and services,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,All other revenues,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Cost of sales (direct expenses),41.2,45.0,45.7,43.2,28.5
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Wages and benefits,7.5,8.8,8.6,7.7,4.7
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Opening Inventory,0.7,1.0,0.7,0.7,0.5
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Closing inventory,0.7,1.0,0.7,0.6,0.5
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Operating expenses (indirect expenses),55.3,76.8,55.2,50.4,47.1
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Labour and commissions,23.2,29.3,24.1,22.4,18.4
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Amortization and depletion,3.5,6.7,2.9,2.6,3.3
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Repairs and maintenance,2.5,3.2,2.2,2.2,2.7
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Utilities and telephone/telecommunication,3.1,4.2,2.9,2.7,3.1
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Rent,7.7,12.3,8.3,6.8,4.7
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Interest and bank charges,1.5,3.1,1.1,0.9,1.7
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Professional and business fees,1.7,2.4,1.7,1.4,1.7
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Advertising and promotion,1.8,2.1,2.0,1.8,1.3
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Insurance,1.0,1.5,0.9,0.9,1.2
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Other expenses,8.8,10.9,8.5,8.0,8.6
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total expenses,96.5,121.8,100.9,93.6,75.6
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Net profit/loss,3.5,-21.8,-0.9,6.4,24.4
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total assets,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total current assets,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Accounts receivable,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Closing inventory,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Other current assets,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Net tangible and intangible assets,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,All other assets and adjustments,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total liabilities,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total current liabilities,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Current bank loans,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Other current liabilities,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Long term liabilities,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total equity,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Current ratio,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Debt to equity ratio,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Interest coverage ratio,3.4,-6.1,0.1,7.8,15.3
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Debt ratio,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Revenue to equity ratio,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Revenue to closing inventory ratio,0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Collection period for accounts receivable (days),0.0,0.0,0.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total revenue,851.3,0.0,0.0,1038.6,618.4
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total expenses,758.3,0.0,0.0,971.7,467.7
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Net profit,93.1,0.0,0.0,66.9,150.6
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total revenue,621.9,475.2,859.0,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Total expenses,693.5,578.8,879.1,0.0,0.0
72,Accommodation and food services,performance,2025-09-05T09:25:10.160727,performance,,,,,Net loss,-71.6,-103.6,-20.1,0.0,0.0
